profile,profile_rank,light_penalty_rank,ranking_method,config_key,n_bootstraps,possessions_per_bootstrap,samples_per_possession,n_scope_results,mean_whole_grid_cosine,median_whole_grid_cosine,minimum_whole_grid_cosine,maximum_whole_grid_cosine,mean_lightly_penalized_whole_grid_cosine,median_lightly_penalized_whole_grid_cosine,minimum_lightly_penalized_whole_grid_cosine,maximum_lightly_penalized_whole_grid_cosine,mean_moderately_penalized_whole_grid_cosine,median_moderately_penalized_whole_grid_cosine,minimum_moderately_penalized_whole_grid_cosine,maximum_moderately_penalized_whole_grid_cosine,mean_support_cosine,mean_outside_energy_fraction,mean_recovered_dynamic_range,qut_rejection_rate,mean_p_value,mean_lambda_qut,mean_lambda_max_obs,mean_lambda_ci_width,mean_lambda_bootstrap_std,expected_scope_results,coverage_fraction,complete_coverage
high_y_side,1,2,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s200,100,1000,200,5,0.9675652509328121,0.9830383066874139,0.9198583506822746,0.9971722190143312,0.9448140698739209,0.9663918898120758,0.8761450821892935,0.994610189381887,0.9229558573098415,0.9500273573688116,0.8345091442341307,0.99205474235946,0.9912512288865388,0.04722053168543956,0.2384691682457924,1.0,0.0,18.0265287512894,93.01289643301583,19.177696041779008,5.054169502280798,5,1.0,True
high_y_side,2,1,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s250,50,1000,250,5,0.9687274043033922,0.9799908567178274,0.9230401563966445,0.9963024380747771,0.9450300497719336,0.9604242813695362,0.874634961862465,0.9929656796183322,0.9222502373501381,0.9412483738200677,0.8287681865310195,0.9896400964401674,0.9933854753428422,0.0489775241449288,0.23942506834864616,1.0,0.0,17.779282616278756,95.06413687603131,18.847008633487114,5.30944256735016,5,1.0,True
high_y_side,3,3,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s250,100,1000,250,5,0.9683118938435653,0.9808346361250394,0.9193856611897585,0.9967214639510463,0.944413383988149,0.9620880518977639,0.868907788020405,0.9938294818769412,0.9214783262474979,0.9436997690673261,0.8212013477624633,0.990945890873581,0.9932213876585223,0.04947313735764433,0.24005026847124097,1.0,0.0,17.779282616278756,95.06413687603131,19.49843690725077,5.341642409301493,5,1.0,True
high_y_side,4,4,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b500_p01000_s100,500,1000,100,5,0.962302341367525,0.9802569377959169,0.9118141854668746,0.9970312765458943,0.9375467210885817,0.9610368998347283,0.8666573734535286,0.9949735434294329,0.913799983528057,0.9421937119064097,0.8237369136528481,0.9929200571863426,0.9881160176969139,0.05163028759439754,0.26896060340106487,1.0,0.0,15.219881466274478,77.93666934208566,18.181353095745365,4.61734206932154,5,1.0,True
high_y_side,5,5,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p02500_s250,100,2500,250,5,0.94764821651631,0.950383838278374,0.8834915558848859,0.9897977615943037,0.9102055433037698,0.9104350284912017,0.811142289497561,0.980710033118006,0.8748109840601869,0.8721654427597569,0.7447177162348255,0.9717057427055869,0.9872821551769485,0.07865229868672477,0.28860374208539724,1.0,0.0,27.14852615886585,234.72257503059473,29.128885383389974,7.936439315812747,5,1.0,True
high_y_side,6,6,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p02500_s250,50,2500,250,5,0.9474002206430949,0.9474569416180648,0.8824767618405843,0.9905907716030576,0.9099017542712694,0.9054564525044368,0.8104944065460692,0.9821704383944065,0.8744637338535812,0.865317832789086,0.7443835480408166,0.9738216806671524,0.9871026622655179,0.07881490215188065,0.28879131335765124,1.0,0.0,27.14852615886585,234.72257503059473,28.022497801482103,8.242024887784897,5,1.0,True
low_y_side,1,1,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b050_p01000_s250,50,1000,250,5,0.9689842822150476,0.980583645463197,0.9144534381597698,0.9979213876079145,0.9506741277096887,0.9717586205618451,0.8749690118515496,0.9970851414907385,0.9330253153194839,0.963013018833488,0.8371894508276972,0.9962495961377481,0.987983714830863,0.038158404504945696,0.24225261583924293,1.0,0.0,17.91774396392718,98.95400940382994,18.714864486895497,5.4854950823399635,5,1.0,True
low_y_side,2,2,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s250,100,1000,250,5,0.9681470120905505,0.9796579437472482,0.9168833499483289,0.9967365392129849,0.9488338001236883,0.9685608646922043,0.8794015622952827,0.9956335023143399,0.9302135356178013,0.9575894878420369,0.8434520136187074,0.9945316860897166,0.988182527268064,0.040158898436918486,0.24089073725044727,1.0,0.0,17.91774396392718,98.95400940382994,22.530799435143585,5.775094299912707,5,1.0,True
low_y_side,3,3,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b500_p01000_s100,500,1000,100,5,0.965103267989227,0.968731946382122,0.919689130612971,0.9950905879228179,0.9468451735883774,0.956115003812859,0.8881973151295167,0.9945314074866908,0.9291145119702298,0.9436623866180099,0.8577838362376704,0.9939725412759857,0.983906569636904,0.037916813704456,0.27339121371507646,1.0,0.0,15.32543962445778,84.15096398630541,18.752103541953016,4.792572999742896,5,1.0,True
low_y_side,4,4,"primary performance rank: descending mean moderate-penalty whole-grid cosine; then descending mean light-penalty and raw whole-grid cosine, descending support cosine, ascending leakage, descending minimum moderate score, then ascending B/P/S. light_penalty_rank applies the same deterministic rule with the light score first.",b100_p01000_s200,100,1000,200,5,0.965316373257771,0.9759875146762415,0.9148696502484497,0.9963371582652775,0.9446892930121209,0.9632873782183926,0.8764843795542772,0.9952031114328579,0.9248116830068447,0.9507525035734486,0.8397096432196877,0.9940703553906166,0.9867253574486468,0.04295235903626534,0.25032308623194693,1.0,0.0,16.921040465337914,96.87399692195049,20.402063107348415,5.155912995036312,5,1.0,True
